PARLIAMENTARY_CONSTITUENCY_CODE,STATE,PARLIAMENTARY_CONSTITUENCY_NAME,WINNING_PARTY_MAIN,WINNING_PARTY
P066,PAHANG,JERANTUT,BN ,BN - UMNO
P067,PAHANG,KUANTAN,BN ,BN - UMNO
P068,PAHANG,RAUB,BN ,BN - MCA
P069,PAHANG,MARAN,BN ,BN - UMNO
P070,PAHANG,BENTONG,BN ,BN - MCA
P071,PAHANG,PEKAN,BN ,BN - UMNO
P072,PAHANG,TEMERLOH,BN ,BN - UMNO
P073,SELANGOR,SABAK BERNAM,BN ,BN - UMNO
P074,SELANGOR,TANJONG KARANG,BN ,BN - UMNO
P075,SELANGOR,ULU SELANGOR,BN ,BN - MCA
P076,SELANGOR,KUALA SELANGOR,BN ,BN - UMNO
P077,SELANGOR,SELAYANG,BN ,BN - UMNO
P078,SELANGOR,ULU LANGAT,BN ,BN - MCA
P079,SELANGOR,PELABOHAN KELANG,BN ,BN - MIC
P080,SELANGOR,SHAH ALAM,BN ,BN - MCA
P081,SELANGOR,PETALING,DAP,DAP
P082,SELANGOR,KUALA LANGAT,BN ,BN - UMNO
P083,SELANGOR,SEPANG,BN ,BN - UMNO
P084,KL,KEPONG,BN ,BN - GERAKAN
P085,KL,SETAPAK,BN ,BN - UMNO
P086,KL,DAMANSARA,DAP,DAP
P087,KL,KUALA LUMPUR BANDAR,DAP,DAP
P088,KL,SUNGAI BESI,DAP,DAP
P089,N9,JELEBU,BN ,BN - UMNO
P090,N9,MANTIN,BN ,BN - MCA
P091,N9,SEREMBAN,DAP,DAP
P092,N9,KUALA PILAH,BN ,BN - UMNO
P093,N9,TELOK KEMANG,BN ,BN - MIC
P094,N9,TAMPIN,BN ,BN - UMNO
P095,MELAKA,ALOR GAJAH,BN ,BN - UMNO
P096,MELAKA,JASIN,BN ,BN - UMNO
P097,MELAKA,BATU BERENDAM,BN ,BN - MCA
P098,MELAKA,KOTA MELAKA,DAP,DAP
P099,JOHOR,LABIS,BN ,BN - UMNO
P100,JOHOR,SEGAMAT,BN ,BN - MCA
P101,JOHOR,KELUANG,DAP,DAP
P102,JOHOR,TENGGAROH,BN ,BN - UMNO
P103,JOHOR,LEDANG,BN ,BN - UMNO
P104,JOHOR,PAGOH,BN ,BN - UMNO
P105,JOHOR,AYER HITAM,BN ,BN - MCA
P106,JOHOR,MUAR,BN ,BN - MCA
P107,JOHOR,RENGGAM,BN ,BN - MCA
P108,JOHOR,PANTI,BN ,BN - UMNO
P109,JOHOR,SRI GADING,BN ,BN - UMNO
P110,JOHOR,SEMERAH,BN ,BN - UMNO
P111,JOHOR,BATU PAHAT,BN ,BN - UMNO
P112,JOHOR,PONTIAN,BN ,BN - UMNO
P113,JOHOR,PULAI,BN ,BN - UMNO
P114,JOHOR,JOHOR BAHRU,BN ,BN - UMNO
P115,SABAH,MARUDU,BN ,BN - USNO
P116,SABAH,BANDAU,BN ,BN - BERJAYA
P117,SABAH,KOTA BELUD,BN ,BN - USNO
P118,SABAH,LABUK SUGUT,BN ,BN - USNO
P119,SABAH,TUARAN,BN ,BN - BERJAYA
P120,SABAH,KINABALU,INDEPENDENT ,INDEPENDENT - CANDLE
P121,SABAH,GAYA,BN ,BN - BERJAYA
P122,SABAH,PENAMPANG,BN ,BN - BERJAYA
P123,SABAH,SANDAKAN,DAP,DAP
P124,SABAH,KINABATANGAN,INDEPENDENT ,INDEPENDENT - BOOK
P125,SABAH,KIMANIS,BN ,BN - BERJAYA
P126,SABAH,HILIR PADAS,BN ,BN - USNO
P127,SABAH,KENINGAU,BN ,BN - BERJAYA
P128,SABAH,SILAM,BN ,BN - USNO
P129,SABAH,ULU PADAS,BN ,BN - BERJAYA
P130,SABAH,TAWAU,BN ,BN - BERJAYA
P131,SARAWAK,MAS GADING,BN ,BN - SNAP
P132,SARAWAK,BANDAR KUCHING,BN ,BN - SUPP
P133,SARAWAK,SANTUBONG,BN ,BN - PBB
P134,SARAWAK,SAMARAHAN,BN ,BN - PBB
P135,SARAWAK,PADAWAN,BN ,BN - SUPP
P136,SARAWAK,SERIAN,BN ,BN - SUPP
P137,SARAWAK,SIMUNJAN,BN ,BN - PBB
P138,SARAWAK,BATANG LUPAR,BN ,BN - SNAP
P139,SARAWAK,LUBOK ANTU,BN ,BN - SNAP
P140,SARAWAK,BETONG,BN ,BN - PBB
P141,SARAWAK,SARATOK,BN ,BN - SNAP
P142,SARAWAK,PALOH,BN ,BN - PBB
P143,SARAWAK,SARIKEI,BN ,BN - SUPP
P144,SARAWAK,SIBU,BN ,BN - SUPP
P145,SARAWAK,RAJANG,BN ,BN - SUPP
P146,SARAWAK,MUKAH,BN ,BN - PBB
P147,SARAWAK,JULAU,BN ,BN - SNAP
P148,SARAWAK,KANOWIT,BN ,BN - SNAP
P149,SARAWAK,KAPIT,BN ,BN - PBB
P150,SARAWAK,ULU RAJANG,BN ,BN - SNAP
P151,SARAWAK,BINTULU,BN ,BN - SNAP
P152,SARAWAK,LAMBIR,SAPO,SAPO
P153,SARAWAK,BARAM,BN ,BN - SNAP
P154,SARAWAK,BUKIT MAS,BN ,BN - PBB
